Time_s,Time_min,Time_hr,Ambient_Temp_C,Milk_Temp_C,PCM_Temp_C,PCM_Phase_Fraction,PCM_Heat_Removal_W,Ambient_Heat_Influx_W,Cumulative_Heat_Removed_kJ,PCM_Available_Capacity_kJ,PCM_Remaining_Capacity_kJ,Milk_Volume_L,Milk_Mass_kg,Insulation_Thickness_mm,PCM_Mass_kg,Target_Temp_C,Cooling_Status,Model_Status
6730,112.166666666667,1.86944444444444,35,20.0704602672219,28.7525756759036,1,0,7.80928040512048,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6740,112.333333333333,1.87222222222222,35,20.0704602672219,28.764397839735,1,0,7.79450270033125,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6750,112.5,1.875,35,20.0704602672219,28.7761976321778,1,0,7.77975295977776,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6760,112.666666666667,1.87777777777778,35,20.0704602672219,28.7879750955659,1,0,7.76503113054264,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6770,112.833333333333,1.88055555555556,35,20.0704602672219,28.7997302721531,1,0,7.75033715980866,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6780,113,1.88333333333333,35,20.0704602672219,28.8114632041133,1,0,7.73567099485831,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6790,113.166666666667,1.88611111111111,35,20.0704602672219,28.8231739335408,1,0,7.72103258307404,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6800,113.333333333333,1.88888888888889,35,20.0704602672219,28.8348625024498,1,0,7.70642187193781,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6810,113.5,1.89166666666667,35,20.0704602672219,28.8465289527752,1,0,7.69183880903098,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6820,113.666666666667,1.89444444444444,35,20.0704602672219,28.8581733263727,1,0,7.67728334203411,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6830,113.833333333333,1.89722222222222,35,20.0704602672219,28.8697956650187,1,0,7.66275541872664,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6840,114,1.9,35,20.0704602672219,28.8813960104104,1,0,7.64825498698701,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6850,114.166666666667,1.90277777777778,35,20.0704602672219,28.8929744041662,1,0,7.6337819947922,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6860,114.333333333333,1.90555555555556,35,20.0704602672219,28.904530887826,1,0,7.61933639021752,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6870,114.5,1.90833333333333,35,20.0704602672219,28.9160655028506,1,0,7.6049181214368,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6880,114.666666666667,1.91111111111111,35,20.0704602672219,28.9275782906225,1,0,7.59052713672182,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6890,114.833333333333,1.91388888888889,35,20.0704602672219,28.9390692924462,1,0,7.57616338444221,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6900,115,1.91666666666667,35,20.0704602672219,28.9505385495478,1,0,7.56182681306531,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6910,115.166666666667,1.91944444444444,35,20.0704602672219,28.9619861030753,1,0,7.54751737115591,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6920,115.333333333333,1.92222222222222,35,20.0704602672219,28.9734119940989,1,0,7.53323500737636,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6930,115.5,1.925,35,20.0704602672219,28.9848162636113,1,0,7.51897967048588,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6940,115.666666666667,1.92777777777778,35,20.0704602672219,28.9961989525273,1,0,7.50475130934088,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6950,115.833333333333,1.93055555555556,35,20.0704602672219,29.0075601016845,1,0,7.49054987289436,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6960,116,1.93333333333333,35,20.0704602672219,29.0188997518431,1,0,7.47637531019609,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6970,116.166666666667,1.93611111111111,35,20.0704602672219,29.0302179436863,1,0,7.4622275703921,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6980,116.333333333333,1.93888888888889,35,20.0704602672219,29.0415147178201,1,0,7.44810660272484,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
6990,116.5,1.94166666666667,35,20.0704602672219,29.0527901147739,1,0,7.43401235653258,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7000,116.666666666667,1.94444444444444,35,20.0704602672219,29.0640441750003,1,0,7.41994478124966,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7010,116.833333333333,1.94722222222222,35,20.0704602672219,29.0752769388752,1,0,7.40590382640595,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7020,117,1.95,35,20.0704602672219,29.0864884466984,1,0,7.391889441627,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7030,117.166666666667,1.95277777777778,35,20.0704602672219,29.0976787386932,1,0,7.37790157663353,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7040,117.333333333333,1.95555555555556,35,20.0704602672219,29.1088478550069,1,0,7.36394018124143,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7050,117.5,1.95833333333333,35,20.0704602672219,29.1199958357107,1,0,7.35000520536163,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7060,117.666666666667,1.96111111111111,35,20.0704602672219,29.1311227208002,1,0,7.33609659899974,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7070,117.833333333333,1.96388888888889,35,20.0704602672219,29.1422285501952,1,0,7.32221431225602,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7080,118,1.96666666666667,35,20.0704602672219,29.1533133637398,1,0,7.30835829532523,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7090,118.166666666667,1.96944444444444,35,20.0704602672219,29.1643772012029,1,0,7.29452849849638,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7100,118.333333333333,1.97222222222222,35,20.0704602672219,29.1754201022781,1,0,7.2807248721524,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7110,118.5,1.975,35,20.0704602672219,29.1864421065838,1,0,7.26694736677021,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7120,118.666666666667,1.97777777777778,35,20.0704602672219,29.1974432536636,1,0,7.25319593292049,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7130,118.833333333333,1.98055555555556,35,20.0704602672219,29.2084235829862,1,0,7.23947052126727,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7140,119,1.98333333333333,35,20.0704602672219,29.2193831339455,1,0,7.22577108256817,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7150,119.166666666667,1.98611111111111,35,20.0704602672219,29.2303219458609,1,0,7.21209756767388,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7160,119.333333333333,1.98888888888889,35,20.0704602672219,29.2412400579775,1,0,7.19844992752815,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7170,119.5,1.99166666666667,35,20.0704602672219,29.2521375094661,1,0,7.1848281131674,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7180,119.666666666667,1.99444444444444,35,20.0704602672219,29.2630143394233,1,0,7.17123207572093,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7190,119.833333333333,1.99722222222222,35,20.0704602672219,29.2738705868717,1,0,7.15766176641035,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7200,120,2,35,20.0704602672219,29.2847062907603,1,0,7.14411713654967,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7210,120.166666666667,2.00277777777778,35,20.0704602672219,29.295521489964,1,0,7.130598137545,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7220,120.333333333333,2.00555555555556,35,20.0704602672219,29.3063162232845,1,0,7.11710472089438,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7230,120.5,2.00833333333333,35,20.0704602672219,29.3170905294498,1,0,7.10363683818773,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7240,120.666666666667,2.01111111111111,35,20.0704602672219,29.3278444471149,1,0,7.09019444110643,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7250,120.833333333333,2.01388888888889,35,20.0704602672219,29.3385780148613,1,0,7.07677748142335,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7260,121,2.01666666666667,35,20.0704602672219,29.3492912711979,1,0,7.06338591100268,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7270,121.166666666667,2.01944444444444,35,20.0704602672219,29.3599842545603,1,0,7.05001968179964,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7280,121.333333333333,2.02222222222222,35,20.0704602672219,29.3706570033117,1,0,7.03667874586043,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7290,121.5,2.025,35,20.0704602672219,29.3813095557425,1,0,7.0233630553219,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7300,121.666666666667,2.02777777777778,35,20.0704602672219,29.3919419500708,1,0,7.0100725624115,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7310,121.833333333333,2.03055555555556,35,20.0704602672219,29.4025542244423,1,0,6.99680721944711,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7320,122,2.03333333333333,35,20.0704602672219,29.4131464169305,1,0,6.98356697883686,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7330,122.166666666667,2.03611111111111,35,20.0704602672219,29.4237185655369,1,0,6.97035179307892,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7340,122.333333333333,2.03888888888889,35,20.0704602672219,29.434270708191,1,0,6.95716161476131,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7350,122.5,2.04166666666667,35,20.0704602672219,29.4448028827505,1,0,6.94399639656182,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7360,122.666666666667,2.04444444444444,35,20.0704602672219,29.4553151270017,1,0,6.93085609124782,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7370,122.833333333333,2.04722222222222,35,20.0704602672219,29.4658074786593,1,0,6.91774065167592,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7380,123,2.05,35,20.0704602672219,29.4762799753663,1,0,6.90465003079209,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7390,123.166666666667,2.05277777777778,35,20.0704602672219,29.486732654695,1,0,6.8915841816312,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7400,123.333333333333,2.05555555555556,35,20.0704602672219,29.4971655541463,1,0,6.87854305731714,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7410,123.5,2.05833333333333,35,20.0704602672219,29.50757871115,1,0,6.86552661106249,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7420,123.666666666667,2.06111111111111,35,20.0704602672219,29.5179721630655,1,0,6.85253479616814,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7430,123.833333333333,2.06388888888889,35,20.0704602672219,29.528345947181,1,0,6.8395675660237,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7440,124,2.06666666666667,35,20.0704602672219,29.5387001007146,1,0,6.82662487410671,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7450,124.166666666667,2.06944444444444,35,20.0704602672219,29.5490346608137,1,0,6.81370667398286,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7460,124.333333333333,2.07222222222222,35,20.0704602672219,29.5593496645554,1,0,6.80081291930569,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7470,124.5,2.075,35,20.0704602672219,29.5696451489468,1,0,6.78794356381649,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7480,124.666666666667,2.07777777777778,35,20.0704602672219,29.5799211509249,1,0,6.77509856134394,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7490,124.833333333333,2.08055555555556,35,20.0704602672219,29.5901777073566,1,0,6.76227786580427,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7500,125,2.08333333333333,35,20.0704602672219,29.6004148550393,1,0,6.74948143120091,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7510,125.166666666667,2.08611111111111,35,20.0704602672219,29.6106326307007,1,0,6.73670921162418,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7520,125.333333333333,2.08888888888889,35,20.0704602672219,29.620831070999,1,0,6.72396116125125,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7530,125.5,2.09166666666667,35,20.0704602672219,29.631010212523,1,0,6.71123723434625,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7540,125.666666666667,2.09444444444444,35,20.0704602672219,29.6411700917923,1,0,6.69853738525966,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7550,125.833333333333,2.09722222222222,35,20.0704602672219,29.6513107452573,1,0,6.68586156842843,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7560,126,2.1,35,20.0704602672219,29.6614322092995,1,0,6.67320973837559,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7570,126.166666666667,2.10277777777778,35,20.0704602672219,29.6715345202316,1,0,6.66058184971047,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7580,126.333333333333,2.10555555555556,35,20.0704602672219,29.6816177142975,1,0,6.64797785712812,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7590,126.5,2.10833333333333,35,20.0704602672219,29.6916818276725,1,0,6.63539771540937,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7600,126.666666666667,2.11111111111111,35,20.0704602672219,29.7017268964636,1,0,6.62284137942053,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7610,126.833333333333,2.11388888888889,35,20.0704602672219,29.7117529567092,1,0,6.61030880411345,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7620,127,2.11666666666667,35,20.0704602672219,29.7217600443799,1,0,6.5977999445251,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7630,127.166666666667,2.11944444444444,35,20.0704602672219,29.7317481953778,1,0,6.58531475577778,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7640,127.333333333333,2.12222222222222,35,20.0704602672219,29.7417174455372,1,0,6.57285319307845,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7650,127.5,2.125,35,20.0704602672219,29.7516678306249,1,0,6.56041521171891,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7660,127.666666666667,2.12777777777778,35,20.0704602672219,29.7615993863396,1,0,6.54800076707553,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7670,127.833333333333,2.13055555555556,35,20.0704602672219,29.7715121483126,1,0,6.53560981460928,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7680,128,2.13333333333333,35,20.0704602672219,29.7814061521078,1,0,6.5232423098652,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7690,128.166666666667,2.13611111111111,35,20.0704602672219,29.7912814332219,1,0,6.51089820847261,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7700,128.333333333333,2.13888888888889,35,20.0704602672219,29.8011380270843,1,0,6.49857746614467,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7710,128.5,2.14166666666667,35,20.0704602672219,29.8109759690572,1,0,6.48628003867856,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7720,128.666666666667,2.14444444444444,35,20.0704602672219,29.8207952944362,1,0,6.47400588195481,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7730,128.833333333333,2.14722222222222,35,20.0704602672219,29.8305960384499,1,0,6.46175495193764,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7740,129,2.15,35,20.0704602672219,29.8403782362604,1,0,6.44952720467455,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7750,129.166666666667,2.15277777777778,35,20.0704602672219,29.850141922963,1,0,6.43732259629624,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7760,129.333333333333,2.15555555555556,35,20.0704602672219,29.8598871335869,1,0,6.4251410830164,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7770,129.5,2.15833333333333,35,20.0704602672219,29.8696139030948,1,0,6.4129826211315,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7780,129.666666666667,2.16111111111111,35,20.0704602672219,29.8793222663833,1,0,6.40084716702083,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7790,129.833333333333,2.16388888888889,35,20.0704602672219,29.8890122582831,1,0,6.38873467714614,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7800,130,2.16666666666667,35,20.0704602672219,29.8986839135587,1,0,6.37664510805166,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7810,130.166666666667,2.16944444444444,35,20.0704602672219,29.9083372669089,1,0,6.36457841636382,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7820,130.333333333333,2.17222222222222,35,20.0704602672219,29.9179723529672,1,0,6.35253455879105,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7830,130.5,2.175,35,20.0704602672219,29.927589206301,1,0,6.3405134921238,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7840,130.666666666667,2.17777777777778,35,20.0704602672219,29.9371878614126,1,0,6.32851517323421,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7850,130.833333333333,2.18055555555556,35,20.0704602672219,29.9467683527392,1,0,6.31653955907601,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7860,131,2.18333333333333,35,20.0704602672219,29.9563307146523,1,0,6.30458660668459,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7870,131.166666666667,2.18611111111111,35,20.0704602672219,29.9658749814589,1,0,6.29265627317641,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7880,131.333333333333,2.18888888888889,35,20.0704602672219,29.9754011874006,1,0,6.28074851574919,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7890,131.5,2.19166666666667,35,20.0704602672219,29.9849093666547,1,0,6.26886329168162,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7900,131.666666666667,2.19444444444444,35,20.0704602672219,29.9943995533334,1,0,6.25700055833328,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7910,131.833333333333,2.19722222222222,35,20.0704602672219,30.0038717814845,1,0,6.24516027314438,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7920,132,2.2,35,20.0704602672219,30.0133260850916,1,0,6.23334239363553,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7930,132.166666666667,2.20277777777778,35,20.0704602672219,30.0227624980736,1,0,6.22154687740804,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7940,132.333333333333,2.20555555555556,35,20.0704602672219,30.0321810542854,1,0,6.20977368214328,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7950,132.5,2.20833333333333,35,20.0704602672219,30.0415817875179,1,0,6.19802276560265,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7960,132.666666666667,2.21111111111111,35,20.0704602672219,30.0509647314979,1,0,6.18629408562761,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7970,132.833333333333,2.21388888888889,35,20.0704602672219,30.0603299198886,1,0,6.17458760013919,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7980,133,2.21666666666667,35,20.0704602672219,30.0696773862893,1,0,6.16290326713838,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
7990,133.166666666667,2.21944444444444,35,20.0704602672219,30.0790071642357,1,0,6.15124104470534,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
8000,133.333333333333,2.22222222222222,35,20.0704602672219,30.0883192872003,1,0,6.13960089099968,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
8010,133.5,2.225,35,20.0704602672219,30.0976137885919,1,0,6.12798276426015,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
8020,133.666666666667,2.22777777777778,35,20.0704602672219,30.1068907017564,1,0,6.11638662280453,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
8030,133.833333333333,2.23055555555556,35,20.0704602672219,30.1161500599763,1,0,6.10481242502964,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
8040,134,2.23333333333333,35,20.0704602672219,30.1253918964714,1,0,6.09326012941069,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
8050,134.166666666667,2.23611111111111,35,20.0704602672219,30.1346162443986,1,0,6.08172969450177,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
8060,134.333333333333,2.23888888888889,35,20.0704602672219,30.1438231368517,1,0,6.07022107893532,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
8070,134.5,2.24166666666667,35,20.0704602672219,30.1530126068624,1,0,6.05873424142195,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
8080,134.666666666667,2.24444444444444,35,20.0704602672219,30.1621846873996,1,0,6.04726914075049,797.739222131392,768,0,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
